序号,登记号,试验状态,药物名称,适应症,试验题目,申办者,机构名称,所在城市,所在省份,主要研究者
1474,CTR20140521,进行中,阿德福韦酯分散片,用于治疗成年慢性乙型肝炎。,阿德福韦酯分散片人体生物等效性试验,河南辅仁药业集团有限公司,兰州大学第一医院,兰州,甘肃,王婷
1473,CTR20140525,已完成,注射用替莫唑胺,新诊断的多形性胶质母细胞瘤成人患者；以及用亚硝基脲和甲基苄肼常规治疗后复发或进展的间变性星形细胞瘤成人患者,注射用替莫唑胺人体生物利用度和生物等效性研究,江苏恒瑞医药股份有限公司,中国人民解放军第四军医大学唐都医院 | 山东大学齐鲁医院 | 华中科技大学同济医学院附属同济医院 | 河北医科大学第四医院 | 海南医学院附属医院 | 南昌医科大学第一附属医院 | 萍乡市人民医院 | 中国人民解放军成都军区总医院 | 中国人民解放军第四军医大学第一附属医院 | 上海药物代谢研究中心,西安 | 济南 | 武汉 | 石家庄 | 三亚 | 南昌 | 萍乡 | 成都 | 西安 | 上海,陕西 | 山东 | 湖北 | 河北 | 海南 | 江西 | 湖南 | 四川 | 陕西 | 上海,高国栋 | 李刚 | 胡国清 | 刘巍；王明霞 | 郝新宝 | 熊建萍 | 彭济勇 | 雍小兰 | 费舟 | 陈笑艳
1475,CTR20140519,进行中,富马酸替诺福韦二吡呋酯片,艾滋病和慢性乙型肝炎,富马酸替诺福韦二吡呋酯片人体生物等效性试验,北京阳光诺和药物研究有限公司 | 深圳科兴生物工程有限公司,中国人民解放军第四军医大学第一附属医院,西安,陕西,文爱东
1476,CTR20140508,已完成,尼扎替丁胶囊,适用于治疗活动性十二指肠溃疡；十二指肠溃疡愈合后的维持治疗；治疗内镜诊断的食道炎（包括糜烂和溃疡性食道炎）和胃食管反流性疾病（GERD）以及因GERD出现的烧心（灼热感，heartburn）症状；治疗良性胃溃疡。,尼扎替丁胶囊人体生物等效性试验,汕头经济特区鮀滨制药厂,广州市精神病医院国家药物临床试验机构,广州市,广东省,温预关
1477,CTR20140496,已完成,酒石酸双氢可待因片,治疗中度以上疼痛。,酒石酸双氢可待因片人体生物等效性试验。,澳美制药厂 | BrightFuturePharmaceuticalsFactory | 香港澳美制药厂有限公司北京代表处,成都军区昆明总医院国家药物临床试验机构,昆明,云南,贺建昌
1478,CTR20140493,进行中,头孢克肟颗粒,本品适用于对头孢克肟敏感的链球菌属(肠球菌除外)，肺炎球菌、淋球菌、卡他布兰汉球菌、大肠杆菌、克雷伯杆菌属、沙雷菌属、变形杆菌属及流感杆菌等引起的下列细菌感染性疾病： 1、  慢性支气管炎急性发作、急性支气管炎并发细菌感染、支气管扩张合并感染、肺炎； 2、  肾盂肾炎、膀胱炎、淋球菌性尿道炎； 3、  急性单刀系统细菌性感染； 4、  猩红热； 5、  中耳炎、鼻窦炎。 ,头孢克肟颗粒人体生物等效性研究,浙江莎普爱思药业股份有限公司,浙江大学医学院附属第一医院,杭州,浙江,申屠建中
1479,CTR20140483,已完成,马来酸氟吡汀胶囊,适用于急性轻、中度疼痛如运动性肌肉痉挛导致的疼痛。,马来酸氟吡汀胶囊生物等效性试验,长兴制药有限公司,吉林大学第一医院I期药物临床试验病房 | 沈阳亿灵医药科技有限公司临床药理研究中心,长春 | 长春,吉林 | 吉林,丁艳华 | 刘洋
1480,CTR20140478,进行中,头孢克洛胶囊,主要适用于敏感菌所致的呼吸系统、泌尿系统、耳鼻喉科及皮肤、软组织感染等。,头孢克洛胶囊人体生物等效性试验,海口市制药厂有限公司,第三军医大学第二附属医院国家药物临床试验机构,重庆,重庆,汤建林
1481,CTR20140476,已完成,盐酸左氧氟沙星胶囊,抗菌药物,盐酸左氧氟沙星胶囊人体生物等效性试验,扬子江药业集团有限公司,华中科技大学同济医学院附属协和医院 | 华中科技大学同济医学院临床药理研究所,武汉市 | 武汉市,湖北省 | 湖北省,陈汇 | 郑恒
1482,CTR20140451,已完成,头孢丙烯干混悬剂,1.上呼吸道感染：化脓性链球菌性咽炎、扁桃体炎；肺炎链球菌，流感嗜血杆菌（包括产β-内酰胺酶菌株）和卡他莫拉菌（包括产β-内酰胺酶产生菌株）性中耳炎和急性鼻窦炎。2.下呼吸道感染：由肺炎链球菌，流感嗜血杆菌（包括产β-内酰胺酶菌株）和卡他莫拉菌（包括产β-内酰胺酶产生菌株）引起的急性支气管炎继发细菌感染和慢性支气管炎急性发作。3.皮肤和软组织感染。,头孢丙烯干混悬剂的人体生物等效性研究,珠海金鸿药业有限公司,中南大学湘雅三医院,长沙,湖南,阳国平
1483,CTR20140437,进行中,厄贝沙坦片,治疗原发性高血压。合并高血压的2型糖尿病肾病的治疗。,厄贝沙坦片人体生物等效性试验,浙江为康制药有限公司,华中科技大学同济医学院附属协和医院新药临床试验机构,武汉,湖北,杨晓燕
1484,CTR20140432,已完成,左乙拉西坦片,用于成人及4岁以上儿童癫痫患者部分性发作的加用治疗。,左乙拉西坦片生物等效性试验,北京万生药业有限责任公司,首都医科大学附属北京同仁医院国家药物临床试验机构I 期临床试验研究室,北京,北京,赵秀丽
1485,CTR20140429,已完成,地氯雷他定片,用于缓解慢性特发性荨麻疹及常年性过敏性鼻炎的全身及局部症状。,地氯雷他定片等效性试验,西南药业股份有限公司,四川省人民医院国家药物临床试验机构 | 四川大学华西药学院临床药学研究中心,成都 | 成都,四川 | 四川,何林 | 蒋学华
1486,CTR20140416,已完成,阿戈美拉汀片,治疗成人抑郁症,阿戈美拉汀片人体生物等效性试验,华润双鹤利民药业（济南）有限公司,吉林大学第一医院药物临床试验机构 | 安徽万邦医药科技有限公司,长春 | 合肥,吉林 | 安徽,丁艳华 | 陶春蕾
1487,CTR20140402,进行中,法罗培南钠胶囊,抗菌药物,法罗培南钠胶囊人体生物等效性试验,扬子江药业集团有限公司,中国医学科学院皮肤病医院,南京,江苏,马鹏程
1489,CTR20140382,已完成,氟比洛芬酯注射液,术后及癌症镇痛,氟比洛芬酯注射液人体生物等效性试验,武汉大安制药有限公司,华中科技大学同济医学院附属协和医院,武汉,湖北,陈汇
1490,CTR20140379,已完成,复方甘草酸苷片,慢性肝病，改善肝功能异常。湿疹、皮肤炎、斑秃。,复方甘草酸苷片人体生物等效性试验（预试验）,深圳市中联制药有限公司,辽宁省人民医院药物临床试验机构,沈阳,辽宁,尹健
1491,CTR20140378,已完成,盐酸度洛西汀肠溶片,本品临床上用于治疗抑郁症,盐酸度洛西汀肠溶片人体生物等效性试验,福建省力菲克药业有限公司,辽宁省人民医院药物临床试验机构,沈阳市,辽宁省,尹健
1488,CTR20140389,已完成,盐酸吡格列酮格列美脲片（15mg/1mg）,2型糖尿病,盐酸吡格列酮格列美脲片的生物等效性研究,江苏德源药业股份有限公司,南京市第一医院,南京市,江苏省,樊宏伟
1492,CTR20140369,已完成,盐酸度洛西汀肠溶片,本品临床上用于治疗抑郁症,盐酸度洛西汀肠溶片人体生物等效性预试验,福建省力菲克药业有限公司,辽宁省人民医院药物临床试验机构,沈阳市,辽宁省,尹健
1493,CTR20140366,已完成,普瑞巴林胶囊,本品用于治疗带状疱疹后神经痛。,普瑞巴林胶囊人体生物等效性试验,福建省力菲克药业有限公司,辽宁省人民医院药物临床试验机构,沈阳,辽宁,尹健
1494,CTR20140338,已完成,丙戊酸半钠缓释片,用于癫痫的大发作、小发作、混合型癫痫，躁狂症，预防偏头痛。,丙戊酸半钠缓释片单次给药生物等效性研究,美时化学制药股份有限公司 | LotusPharmaceuticalCo.,Ltd.2美时化学制药股份有限公司/LotusPharmaceuticalCo.,Ltd.3北京精诚泰和医药信息咨询有限公司/美时化学制药股份有限公司/LotusPharmaceuticalCo.,Ltd.,航天中心医院国家药物临床试验机构,北京,北京,刘会臣
1495,CTR20140335,已完成,米格列奈片,2型糖尿病餐后高血糖,米格列奈片生物等效性临床试验方案,江苏苏中药业集团股份有限公司 | 南京明生医药技术有限公司,江苏省中医院,南京,江苏,刘芳；居文政
1496,CTR20140330,已完成,酒石酸美托洛尔片,用于治疗高血压、心绞痛、心肌梗死、肥厚型心肌病、主动脉夹层、心律失常、甲状腺功能亢进、心脏神经官能症等。,酒石酸美托洛尔片人体生物等效性试验,上海天龙药业有限公司,吉林大学第一医院药物临床试验机构,长春市,吉林省,丁艳华
1497,CTR20140322,已完成,缬沙坦氢氯噻嗪片,用于治疗单一药物不能充分控制血压的轻-中度原发性高血压,缬沙坦氢氯噻嗪片人体生物等效性试验,浙江华海药业股份有限公司,苏州大学附属第二医院,苏州市,江苏省,张全英
1498,CTR20140320,进行中,盐酸伊伐布雷定片,慢性稳定型心绞痛,盐酸伊伐布雷定片人体生物等效性研究,江苏恒瑞医药股份有限公司,浙江大学医学院附属第一医院 | 上海药物代谢研究中心,杭州 | 上海,浙江 | 上海,申屠建中 | 钟大放
1499,CTR20140318,已完成,波生坦片,用于治疗WHO III级和IV级原发性肺高压病人的肺动脉高压，或者硬皮病引起的肺高压。,波生坦片人体生物等效性试验,浙江医药股份有限公司新昌制药厂,浙江大学医学院附属第二医院,杭州市,浙江省,楼洪刚
1501,CTR20140293,已完成,L-谷氨酰胺颗粒,用于慢性胃炎的治疗；用于烧伤、创伤、大手术后需要补充L-谷氨酰胺的病人，也可用于处于分解代谢和高代谢状况的病人的辅助治疗,L-谷氨酰胺颗粒人体生物等效性研究,成都力思特制药股份有限公司,中国人民解放军北京军区总医院,北京,北京,杨永革
1500,CTR20140317,已完成,缬沙坦氢氯噻嗪片,用于治疗单一药物不能充分控制血压的轻-中度原发性高血压,缬沙坦氢氯噻嗪片人体生物等效性试验,浙江华海药业股份有限公司,苏州大学附属第二医院,苏州市,江苏省,张全英
1502,CTR20140276,已完成,硫辛酸分散片,糖尿病多发性周围神经病变,硫辛酸分散片生物等效性试验,,中南大学湘雅三医院Ⅰ期临床研究室 | 湖南泰格湘雅药物研究有限公司,长沙 | 长沙,湖南 | 湖南,程泽能 | 刘智
1504,CTR20140264,已完成,呋喹替尼胶囊,实体恶性肿瘤,比较两个不同厂家HMPL-013胶囊的药代动力学的临床试验,和记黄埔医药（上海）有限公司,上海市徐汇区中心医院,上海,上海,余琛；刘艳梅
1503,CTR20140272,已完成,来那度胺胶囊,多发性骨髓瘤,来那度胺胶囊生物等效性研究,重庆莱美药业股份有限公司,四川省人民医院 | 第三军医大学第一附属医院,成都 | 重庆,四川 | 重庆,王春森 | 陈勇川
1505,CTR20140239,进行中,氨溴索沙丁胺醇口服溶液,本品适用于治疗急性和慢性支气管炎、喘息性支气管炎、支气管哮喘以及由分泌物阻塞和支气管痉挛引起的其它急性、慢性过程。,氨溴索沙丁胺醇口服溶液生物等效性试验,,苏州大学附属第一医院,苏州,江苏,缪丽燕
1507,CTR20140222,已完成,烯丙雌醇片,先兆流产；习惯性流产；先兆早产。,烯丙雌醇片人体生物等效性试验,河北创健药业有限公司,中南大学湘雅三医院Ⅰ期临床研究室,长沙,湖南,程泽能，博士
1506,CTR20140235,已完成,富马酸替诺福韦二吡呋酯片,用于治疗HIV、HBV感染。,富马酸替诺福韦二吡呋酯片的生物等效性研究,浙江南洋药业有限公司,中南大学湘雅三医院,长沙市,湖南省,程泽能
1509,CTR20140179,已完成,间苯三酚口腔崩解片,消化系统和胆道功能障碍引起的急性痉挛性疼痛；急性痉挛性尿道、膀胱、肾绞痛；妇科痉挛性疼痛； 怀孕期间子宫收缩的辅助治疗。,间苯三酚口腔崩解片人体生物等效性试验,武汉中联集团四药药业有限公司,西京医院,西安,陕西,文爱东
1508,CTR20140195,进行中,注射用左亚叶酸钠,1.降低叶酸拮抗剂如甲氨喋呤的毒性，抵消其作用，用于治疗成人和儿童叶酸拮抗剂用药过量。 2.和5-氟尿嘧啶联合用药，增强其细胞毒作用。,注射用左亚叶酸钠人体生物等效性试验,南京海纳医药科技股份有限公司,苏州大学附属第一医院国家药物临床试验机构Ⅰ期药物临床试验研究室,苏州,江苏,缪丽燕
1510,CTR20140172,已完成,头孢呋辛酯片,用于对头孢呋辛敏感的细菌所致的感染，如下呼吸道感染、上呼吸道感染、皮肤及软组织感染及淋病等。,头孢呋辛酯片人体生物利用度和生物等效性研究,珠海联邦制药股份有限公司中山分公司,中山大学 | 中山大学附属第一医院,广州 | 广州,广东 | 广东,黄民 | 马中富
1512,CTR20140162,主动暂停,尿囊素铝颗粒,用于改善胃溃疡，十二指肠溃疡、胃炎的自觉症状及体征。,尿囊素铝颗粒人体生物等效性试验,日本大正药品工业株式会社北京和海鸿信医药有限公司,中国人民解放军第四军医大学第一附属医院药物临床试验机构 | 四川大学华西药学院临床药学研究中心,西安 | 成都,陕西 | 四川,文爱东 | 王凌
1511,CTR20140167,已完成,盐酸普拉克索片,帕金森病,盐酸普拉克索生物等效性试验,南京先声东元制药有限公司,泰达国际心血管病医院药物临床试验机构,天津,天津,侯 杰
1513,CTR20140106,已完成,恩替卡韦分散片,慢性成人乙型肝炎,恩替卡韦分散片人体生物利用度和生物等效性研究,江苏吴中医药集团有限公司苏州制药厂,中国人民解放军军事医学科学院附属医院,北京,北京,刘泽源
